DATE,MONTH,TEMP_MAX,TEMP_MIN,TEMP_AVG,PRES_AVG,PRES_MAX,PRES_MIN,HUM_AVG,HUM_MAX,HUM_MIN
2003-06-12,JUNE,37.2,24.0,30.6,28.7,32.5,25.1,69.0,95.0,46.0
2003-06-13,JUNE,37.1,23.3,30.2,28.7,32.3,26.7,68.0,94.0,45.0
2003-06-14,JUNE,37.4,24.2,30.8,29.9,34.1,26.7,71.0,93.0,47.0
2003-06-15,JUNE,37.2,25.0,31.1,30.7,33.7,27.9,75.0,94.0,51.0
2003-06-16,JUNE,34.8,24.6,29.7,29.8,32.3,27.1,83.0,98.0,57.0
2003-06-17,JUNE,34.0,23.3,28.65,30.7,35.6,27.6,88.0,98.0,62.0
2003-06-18,JUNE,33.9,23.8,28.85,32.2,35.7,28.8,89.0,98.0,70.0
2003-06-19,JUNE,37.0,24.4,30.7,33.0,36.9,30.3,84.0,98.0,60.0
2003-06-20,JUNE,37.0,24.5,30.75,33.4,38.5,30.0,85.0,97.0,61.0
2003-06-21,JUNE,37.5,24.8,31.15,32.5,37.6,27.7,76.0,98.0,58.0
2003-06-22,JUNE,37.5,24.5,31.0,30.3,34.9,27.3,72.0,94.0,47.0
2003-06-23,JUNE,38.1,24.2,31.15,30.9,35.3,27.6,74.0,95.0,50.0
2003-06-24,JUNE,38.4,24.5,31.45,28.5,31.6,24.5,68.0,95.0,38.0
2003-06-25,JUNE,36.7,24.9,30.8,29.6,35.7,25.3,76.0,91.0,60.0
2003-06-26,JUNE,31.8,23.2,27.5,28.7,31.7,26.3,88.0,96.0,64.0
2003-06-27,JUNE,31.7,22.9,27.3,29.5,32.7,27.2,89.0,98.0,72.0
2003-06-28,JUNE,31.7,23.7,27.7,29.6,33.3,26.9,87.0,96.0,74.0
2003-06-29,JUNE,33.1,23.0,28.05,30.0,36.5,26.7,91.0,98.0,66.0
2003-06-30,JUNE,34.0,23.9,28.95,31.8,36.1,29.3,86.0,98.0,68.0
2003-07-01,JULY,35.4,23.4,29.4,31.4,35.6,27.6,82.0,97.0,62.0
2003-07-02,JULY,35.5,23.5,29.5,31.8,38.4,27.7,84.0,95.0,69.0
2003-07-03,JULY,35.2,23.2,29.2,29.2,34.1,26.1,76.0,98.0,54.0
2003-07-04,JULY,35.1,23.6,29.35,29.9,33.9,27.4,82.0,95.0,54.0
2003-07-05,JULY,34.8,23.5,29.15,30.2,32.3,27.2,80.0,94.0,56.0
2003-07-06,JULY,31.6,21.9,26.75,28.5,33.4,24.8,91.0,97.0,73.0
2003-07-07,JULY,32.6,22.2,27.4,29.6,35.1,26.5,87.0,99.0,66.0
2003-07-08,JULY,34.6,23.5,29.05,30.1,35.3,27.9,87.0,98.0,61.0
2003-07-09,JULY,34.4,22.8,28.6,30.9,35.4,27.3,85.0,98.0,62.0
2003-07-10,JULY,33.8,24.8,29.3,30.6,33.7,27.7,82.0,98.0,60.0
2003-07-11,JULY,31.1,23.9,27.5,30.0,32.3,27.4,85.0,95.0,70.0
2003-07-12,JULY,32.5,22.5,27.5,29.7,35.2,26.9,90.0,98.0,72.0
2003-07-13,JULY,33.6,22.4,28.0,30.3,34.3,27.1,83.0,98.0,61.0
2003-07-14,JULY,34.9,21.6,28.25,29.8,34.3,25.1,82.0,99.0,58.0
2003-07-15,JULY,34.2,24.8,29.5,31.4,35.1,28.8,84.0,96.0,68.0
2003-07-16,JULY,35.1,24.5,29.8,30.2,35.2,25.4,80.0,95.0,54.0
2003-07-17,JULY,34.4,24.1,29.25,29.4,33.7,24.4,84.0,98.0,60.0
2003-07-18,JULY,34.1,22.4,28.25,28.1,32.9,23.9,84.0,97.0,59.0
2003-07-19,JULY,35.1,21.9,28.5,28.3,34.7,25.1,84.0,97.0,55.0
2003-07-20,JULY,34.1,22.6,28.35,29.1,31.3,26.4,84.0,98.0,57.0
2003-07-21,JULY,34.7,23.8,29.25,29.5,31.7,27.1,77.0,98.0,51.0
2003-07-22,JULY,34.3,24.5,29.4,29.7,32.9,24.8,79.0,98.0,56.0
2003-07-23,JULY,35.2,23.8,29.5,28.9,32.9,25.2,83.0,97.0,52.0
2003-07-24,JULY,34.4,22.8,28.6,28.3,33.7,25.4,97.0,95.0,55.0
2003-07-25,JULY,34.2,22.7,28.45,27.8,30.3,26.0,82.0,98.0,58.0
2003-07-26,JULY,34.8,23.6,29.2,29.9,34.8,26.1,82.0,97.0,58.0
2003-07-27,JULY,34.4,23.2,28.8,28.4,31.4,25.6,81.0,97.0,55.0
2003-07-28,JULY,34.6,21.7,28.15,28.2,35.3,24.5,77.0,99.0,53.0
2003-07-29,JULY,34.3,21.8,28.05,28.2,31.2,23.9,76.0,96.0,56.0
2003-07-30,JULY,35.2,23.6,29.4,28.0,33.6,25.1,76.0,95.0,50.0
2003-07-31,JULY,35.4,23.1,29.25,28.3,33.6,24.8,81.0,96.0,50.0
2003-08-01,AUGUST,34.7,22.6,28.65,28.7,33.4,24.5,80.0,99.0,56.0
2003-08-02,AUGUST,33.4,22.0,27.7,29.0,35.4,24.9,83.0,98.0,61.0
2003-08-03,AUGUST,33.7,23.5,28.6,27.9,30.0,25.6,81.0,97.0,55.0
2003-08-04,AUGUST,35.1,22.7,28.9,29.4,34.1,27.1,84.0,98.0,54.0
2003-08-05,AUGUST,34.7,23.6,29.15,29.5,34.1,27.4,81.0,98.0,56.0
2003-08-06,AUGUST,34.7,24.2,29.45,30.4,33.9,28.3,79.0,98.0,53.0
2003-08-07,AUGUST,35.4,23.5,29.45,29.6,35.4,26.8,76.0,97.0,54.0
2003-08-08,AUGUST,35.7,22.3,29.0,29.7,32.1,26.1,82.0,97.0,50.0
2003-08-09,AUGUST,35.2,23.5,29.35,29.9,32.8,27.3,76.0,96.0,51.0
2003-08-10,AUGUST,35.5,23.5,29.5,29.4,32.3,27.1,74.0,95.0,52.0
2003-08-11,AUGUST,35.3,23.0,29.15,28.6,32.9,24.3,80.0,97.0,54.0
2003-08-12,AUGUST,32.7,22.4,27.55,27.9,31.7,24.4,87.0,97.0,60.0
2003-08-13,AUGUST,31.7,23.0,27.35,30.7,33.9,27.7,80.0,97.0,59.0
2003-08-14,AUGUST,35.1,24.5,29.8,30.2,32.7,28.3,77.0,98.0,54.0
2003-08-15,AUGUST,35.5,22.9,29.2,29.0,31.6,24.8,74.0,98.0,44.0
2003-08-16,AUGUST,35.4,22.4,28.9,27.5,29.9,25.9,80.0,94.0,49.0
2003-08-17,AUGUST,35.2,22.0,28.6,28.1,32.7,24.0,79.0,99.0,54.0
2003-08-18,AUGUST,34.6,23.5,29.05,29.3,33.7,26.8,82.0,95.0,60.0
2003-08-19,AUGUST,34.4,23.1,28.75,29.9,34.4,28.0,81.0,97.0,57.0
2003-08-20,AUGUST,35.3,23.0,29.15,29.1,33.3,26.5,82.0,98.0,50.0
2003-08-21,AUGUST,35.1,21.5,28.3,28.1,32.3,25.7,84.0,97.0,49.0
2003-08-22,AUGUST,34.4,22.0,28.2,28.7,33.9,26.0,81.0,98.0,59.0
2003-08-23,AUGUST,34.5,21.2,27.85,29.0,33.6,25.2,77.0,98.0,53.0
2003-08-24,AUGUST,34.1,24.1,29.1,30.0,31.7,27.9,78.0,96.0,55.0
2003-08-25,AUGUST,34.4,25.0,29.7,30.5,32.0,27.6,78.0,96.0,53.0
2003-08-26,AUGUST,34.1,25.0,29.55,31.0,33.6,29.2,81.0,94.0,64.0
2003-08-27,AUGUST,34.2,24.0,29.1,30.3,34.8,28.5,80.0,96.0,62.0
2003-08-28,AUGUST,34.8,23.0,28.9,30.6,34.3,27.7,83.0,97.0,61.0
2003-08-29,AUGUST,34.3,23.2,28.75,29.3,31.9,27.2,88.0,98.0,59.0
2003-08-30,AUGUST,32.9,23.0,27.95,29.9,34.7,27.9,80.0,98.0,59.0
2003-08-31,AUGUST,34.7,24.6,29.65,30.6,34.4,28.3,85.0,97.0,57.0
2003-09-01,SEPTEMBER,33.5,23.5,28.5,29.0,33.1,27.7,89.0,98.0,59.0
2003-09-02,SEPTEMBER,33.4,22.5,27.95,29.2,33.2,26.5,86.0,97.0,61.0
2003-09-03,SEPTEMBER,33.0,23.4,28.2,29.6,33.1,28.0,90.0,98.0,68.0
2003-09-04,SEPTEMBER,34.5,22.2,28.35,30.4,33.3,26.7,84.0,98.0,56.0
2003-09-05,SEPTEMBER,34.8,24.0,29.4,30.7,34.8,28.8,86.0,100.0,56.0
2003-09-06,SEPTEMBER,34.3,22.6,28.45,29.7,32.5,26.7,84.0,97.0,57.0
2003-09-07,SEPTEMBER,35.3,22.4,28.85,30.2,33.7,26.4,80.0,98.0,54.0
2003-09-08,SEPTEMBER,35.2,24.4,29.8,29.8,32.9,23.8,75.0,95.0,52.0
2003-09-09,SEPTEMBER,35.4,24.2,29.8,29.2,34.3,27.2,77.0,93.0,52.0
2003-09-10,SEPTEMBER,35.3,23.8,29.55,29.8,34.0,27.3,79.0,94.0,49.0
2003-09-11,SEPTEMBER,35.4,24.2,29.8,26.7,29.9,25.2,74.0,92.0,51.0
2003-09-12,SEPTEMBER,34.7,22.2,28.45,28.5,31.9,25.1,79.0,95.0,53.0
2003-09-13,SEPTEMBER,35.0,23.9,29.45,29.3,30.5,27.9,78.0,98.0,52.0
2003-09-14,SEPTEMBER,34.7,24.6,29.65,29.5,32.8,27.9,76.0,95.0,54.0
2003-09-15,SEPTEMBER,35.3,25.6,30.45,30.8,32.4,28.1,79.0,94.0,51.0
2003-09-16,SEPTEMBER,35.6,24.3,29.95,30.2,33.2,27.4,78.0,95.0,49.0
2003-09-17,SEPTEMBER,35.2,24.5,29.85,30.1,33.1,26.7,77.0,95.0,49.0
2003-09-18,SEPTEMBER,35.6,25.1,30.35,29.5,32.8,25.6,74.0,95.0,51.0
2003-09-19,SEPTEMBER,35.8,24.9,30.35,29.9,32.7,27.7,76.0,95.0,51.0
2003-09-20,SEPTEMBER,35.5,24.9,30.2,27.2,33.7,27.9,80.0,95.0,51.0
2003-09-21,SEPTEMBER,35.8,23.6,29.7,30.2,33.1,27.2,78.0,94.0,51.0
2003-09-22,SEPTEMBER,36.4,23.3,29.85,29.5,33.2,26.9,76.0,97.0,46.0
2003-09-23,SEPTEMBER,35.4,24.6,30.0,30.2,31.9,28.5,78.0,97.0,55.0
2003-09-24,SEPTEMBER,35.2,23.0,29.1,28.9,31.7,27.1,78.0,94.0,54.0
2003-09-25,SEPTEMBER,36.2,22.5,29.35,29.0,33.1,26.4,66.0,97.0,46.0
2003-09-26,SEPTEMBER,34.2,23.4,28.8,29.6,32.5,27.7,81.0,97.0,56.0
2003-09-27,SEPTEMBER,35.9,23.6,29.75,29.4,31.6,28.0,78.0,97.0,52.0
2003-09-28,SEPTEMBER,34.1,23.9,29.0,30.3,33.1,28.5,85.0,96.0,59.0
2003-09-29,SEPTEMBER,31.7,23.5,27.6,30.2,32.1,28.0,86.0,97.0,68.0
2003-09-30,SEPTEMBER,33.5,24.8,29.15,31.1,33.7,29.1,90.0,99.0,66.0
2003-10-01,OCTOBER,32.4,24.8,28.6,30.8,33.7,28.0,89.0,97.0,64.0
2003-10-02,OCTOBER,33.6,23.7,28.65,29.6,33.2,28.4,88.0,98.0,60.0
2003-10-03,OCTOBER,32.8,23.0,27.9,29.8,33.1,26.4,89.0,98.0,64.0
2003-10-04,OCTOBER,30.5,23.6,27.05,29.3,32.0,27.6,90.0,96.0,73.0
2003-10-05,OCTOBER,33.1,23.7,28.4,29.7,33.3,28.1,88.0,98.0,61.0
2003-10-06,OCTOBER,33.9,23.8,28.85,29.3,31.7,27.9,83.0,96.0,56.0
2003-10-07,OCTOBER,33.9,23.8,28.85,29.8,33.6,27.6,87.0,97.0,58.0
2003-10-08,OCTOBER,34.0,23.7,28.85,30.1,33.9,28.0,82.0,96.0,59.0
2003-10-09,OCTOBER,33.4,24.4,28.9,29.7,32.5,27.9,80.0,96.0,59.0
2003-10-10,OCTOBER,34.4,24.4,29.4,30.7,33.6,29.2,81.0,97.0,58.0
2003-10-11,OCTOBER,34.8,24.5,29.65,30.1,34.5,27.9,76.0,95.0,52.0
2003-10-12,OCTOBER,34.9,24.4,29.65,30.1,32.9,27.9,77.0,97.0,53.0
2003-10-13,OCTOBER,34.7,23.8,29.25,30.1,32.5,27.3,71.0,95.0,51.0
2003-10-14,OCTOBER,34.4,22.9,28.65,29.6,31.7,27.3,81.0,97.0,57.0
2003-10-15,OCTOBER,33.5,22.0,27.75,28.2,30.5,25.4,78.0,98.0,57.0
2003-10-16,OCTOBER,33.7,22.8,28.25,28.8,30.0,26.9,79.0,97.0,56.0
2003-10-17,OCTOBER,33.4,24.5,28.95,29.4,32.3,27.4,84.0,97.0,65.0
2003-10-18,OCTOBER,32.2,21.4,26.8,26.1,28.8,23.7,77.0,96.0,57.0
2003-10-19,OCTOBER,32.8,18.2,25.5,24.8,26.9,21.2,76.0,96.0,56.0
2003-10-20,OCTOBER,32.7,18.5,25.6,22.4,26.7,21.2,74.0,98.0,50.0
2003-10-21,OCTOBER,32.4,19.5,25.95,24.9,28.1,21.7,77.0,96.0,54.0
2003-10-22,OCTOBER,32.4,20.1,26.25,24.2,27.1,21.6,74.0,96.0,45.0
2003-10-23,OCTOBER,31.3,16.6,23.95,23.1,25.7,18.1,74.0,94.0,56.0
2003-10-24,OCTOBER,32.9,20.5,26.7,22.5,24.5,20.9,68.0,90.0,45.0
2003-10-25,OCTOBER,33.7,22.1,27.9,24.4,27.9,22.3,70.0,94.0,44.0
2003-10-26,OCTOBER,34.2,22.0,28.1,27.8,30.5,25.9,79.0,97.0,50.0
2003-10-27,OCTOBER,30.9,23.7,27.3,26.6,31.9,26.1,91.0,98.0,72.0
2003-10-28,OCTOBER,31.3,20.5,25.9,26.0,29.3,23.2,83.0,97.0,59.0
2003-10-29,OCTOBER,32.1,19.3,25.7,22.8,28.9,22.7,77.0,96.0,53.0
2003-10-30,OCTOBER,33.1,21.0,27.05,25.7,29.4,22.9,77.0,95.0,49.0
2003-10-31,OCTOBER,33.3,22.0,27.65,27.3,28.7,25.3,78.0,96.0,55.0
2003-11-01,NOVEMBER,32.8,22.6,27.7,27.6,29.9,25.7,78.0,98.0,58.0
2003-11-02,NOVEMBER,31.2,22.3,26.75,26.2,29.2,23.7,80.0,94.0,63.0
2003-11-03,NOVEMBER,32.8,18.8,25.8,24.7,28.9,21.7,78.0,98.0,53.0
2003-11-04,NOVEMBER,33.4,19.0,26.2,26.0,29.9,21.4,80.0,96.0,51.0
2003-11-05,NOVEMBER,33.0,21.7,27.35,27.4,30.4,25.6,82.0,98.0,54.0
2003-11-06,NOVEMBER,32.4,23.4,27.9,29.1,30.5,27.1,83.0,95.0,64.0
2003-11-07,NOVEMBER,32.4,24.3,28.35,29.9,32.5,29.1,83.0,98.0,64.0
2003-11-08,NOVEMBER,31.7,24.5,28.1,29.4,31.6,24.4,84.0,95.0,69.0
2003-11-09,NOVEMBER,32.4,24.0,28.2,29.5,31.6,27.4,83.0,94.0,64.0
2003-11-10,NOVEMBER,32.1,24.0,28.05,28.9,31.1,27.7,86.0,95.0,62.0
2003-11-11,NOVEMBER,32.8,23.9,28.35,29.0,30.7,27.3,83.0,94.0,58.0
2003-11-12,NOVEMBER,32.7,24.0,28.35,27.7,30.4,23.6,79.0,94.0,49.0
2003-11-13,NOVEMBER,32.1,23.3,27.7,24.9,26.8,22.8,72.0,88.0,50.0
2003-11-14,NOVEMBER,32.1,23.2,27.65,25.7,27.9,24.1,76.0,91.0,54.0
2003-11-15,NOVEMBER,31.9,22.8,27.35,26.6,28.3,25.4,78.0,94.0,58.0
2003-11-16,NOVEMBER,33.4,22.5,27.95,26.1,27.6,23.2,75.0,94.0,52.0
2003-11-17,NOVEMBER,33.0,23.2,28.1,27.2,29.2,25.3,77.0,94.0,49.0
2003-11-18,NOVEMBER,33.4,24.0,28.7,30.4,33.3,28.8,83.0,97.0,63.0
2003-11-19,NOVEMBER,26.4,22.9,24.65,23.0,31.7,16.7,74.0,98.0,59.0
2003-11-20,NOVEMBER,27.5,17.3,22.4,18.6,22.5,16.8,67.0,88.0,52.0
2003-11-21,NOVEMBER,29.5,13.6,21.55,18.2,21.3,15.3,70.0,96.0,44.0
2003-11-22,NOVEMBER,30.2,18.5,24.35,21.1,23.7,19.6,73.0,95.0,52.0
2003-11-23,NOVEMBER,30.8,18.6,24.7,23.1,25.6,19.6,75.0,89.0,56.0
2003-11-24,NOVEMBER,30.0,20.9,25.45,26.0,28.3,24.3,82.0,97.0,63.0
2003-11-25,NOVEMBER,29.1,21.5,25.3,25.9,27.3,24.0,84.0,95.0,67.0
2003-11-26,NOVEMBER,31.5,20.1,25.8,25.0,26.9,23.3,79.0,98.0,58.0
2003-11-27,NOVEMBER,32.5,19.5,26.0,25.5,27.3,21.9,77.0,97.0,56.0
2003-11-28,NOVEMBER,31.1,21.4,26.25,25.5,27.3,21.7,86.0,97.0,59.0
2003-11-29,NOVEMBER,24.0,16.2,20.1,17.9,21.7,16.5,72.0,91.0,62.0
2003-11-30,NOVEMBER,26.6,15.0,20.8,16.9,19.3,14.5,69.0,92.0,50.0
2003-12-01,DECEMBER,27.9,14.5,21.2,21.5,24.5,16.7,81.0,94.0,60.0
2003-12-02,DECEMBER,28.4,18.2,23.3,20.7,23.2,18.9,74.0,96.0,48.0
2003-12-03,DECEMBER,29.4,20.0,24.7,21.1,23.1,18.7,72.0,88.0,48.0
2003-12-04,DECEMBER,29.9,17.8,23.85,22.2,24.1,20.1,76.0,93.0,47.0
2003-12-05,DECEMBER,28.7,14.0,21.35,19.4,21.7,16.1,75.0,98.0,51.0
2003-12-06,DECEMBER,25.8,17.6,21.7,17.1,19.9,15.2,69.0,91.0,48.0
2003-12-07,DECEMBER,25.7,17.2,21.45,15.0,16.9,12.4,64.0,82.0,41.0
2003-12-08,DECEMBER,28.4,9.8,19.1,15.1,17.6,11.7,69.0,98.0,37.0
2003-12-09,DECEMBER,30.7,15.5,23.1,20.5,23.7,16.8,76.0,97.0,53.0
2003-12-10,DECEMBER,29.7,16.2,22.95,21.1,24.3,18.5,80.0,98.0,62.0
2003-12-11,DECEMBER,27.9,12.0,19.95,17.3,19.6,13.9,73.0,96.0,50.0
2003-12-12,DECEMBER,31.2,14.4,22.8,19.7,22.8,16.1,73.0,94.0,51.0
2003-12-13,DECEMBER,33.8,17.9,25.85,24.5,28.2,19.7,79.0,97.0,46.0
2003-12-14,DECEMBER,27.6,19.0,23.3,22.0,26.8,16.8,78.0,97.0,58.0
2003-12-15,DECEMBER,28.0,12.2,20.1,15.9,17.6,13.6,70.0,98.0,41.0
2003-12-16,DECEMBER,32.2,14.8,23.5,22.2,26.9,16.4,79.0,96.0,55.0
2003-12-17,DECEMBER,22.5,17.4,19.95,16.8,22.3,13.4,70.0,94.0,55.0
2003-12-18,DECEMBER,22.9,17.0,19.95,15.1,16.4,13.2,67.0,79.0,49.0
2003-12-19,DECEMBER,25.9,15.4,20.65,15.8,18.4,13.3,69.0,91.0,43.0
2003-12-20,DECEMBER,26.8,10.5,18.65,15.8,18.1,12.5,73.0,96.0,48.0
2003-12-21,DECEMBER,28.2,8.9,18.55,17.2,22.8,10.3,77.0,96.0,49.0
2003-12-22,DECEMBER,29.2,12.2,20.7,16.5,18.5,13.1,71.0,96.0,42.0
2003-12-23,DECEMBER,30.4,15.1,22.75,17.0,19.7,14.5,70.0,95.0,37.0
2003-12-24,DECEMBER,26.6,11.0,18.8,18.2,22.8,12.4,82.0,98.0,55.0
2003-12-25,DECEMBER,29.7,11.6,20.65,17.6,22.4,13.2,75.0,96.0,46.0
2003-12-26,DECEMBER,31.6,14.0,22.8,21.1,25.7,16.7,79.0,98.0,43.0
2003-12-27,DECEMBER,30.2,17.4,23.8,20.4,22.0,17.4,74.0,96.0,43.0
2003-12-28,DECEMBER,32.0,17.9,24.95,21.2,23.6,19.9,72.0,94.0,48.0
2003-12-29,DECEMBER,32.4,18.3,25.35,21.4,24.1,19.1,70.0,91.0,42.0
2003-12-30,DECEMBER,31.1,20.2,25.65,21.6,25.6,17.2,71.0,90.0,39.0
2003-12-31,DECEMBER,30.8,18.6,24.7,20.4,21.8,18.7,68.0,91.0,44.0
2004-01-01,JANUARY,33.4,19.1,26.25,21.1,24.5,19.3,67.0,93.0,42.0
2004-01-02,JANUARY,33.6,18.7,26.15,20.3,21.7,17.7,67.0,92.0,38.0
2004-01-03,JANUARY,32.7,18.0,25.35,21.0,24.4,18.9,70.0,93.0,44.0
2004-01-04,JANUARY,33.4,18.7,26.05,24.3,29.3,21.1,76.0,95.0,49.0
2004-01-05,JANUARY,33.1,18.5,25.8,24.3,29.1,21.3,78.0,97.0,53.0
2004-01-06,JANUARY,30.5,20.2,25.35,25.1,28.4,23.9,81.0,97.0,62.0
2004-01-07,JANUARY,29.6,21.8,25.7,24.5,27.1,21.2,80.0,93.0,64.0
2004-01-08,JANUARY,31.6,19.7,25.65,23.2,25.6,21.9,79.0,95.0,49.0
2004-01-09,JANUARY,32.8,19.5,26.15,23.7,27.9,22.1,79.0,97.0,46.0
2004-01-10,JANUARY,27.9,16.2,22.05,18.6,25.3,17.9,83.0,97.0,67.0
2004-01-11,JANUARY,25.1,17.2,21.15,18.4,20.3,16.7,76.0,86.0,62.0
2004-01-12,JANUARY,28.9,11.4,20.15,17.6,19.7,12.4,72.0,91.0,47.0
2004-01-13,JANUARY,31.4,15.4,23.4,19.3,21.2,17.1,72.0,95.0,42.0
2004-01-14,JANUARY,29.9,17.5,23.7,21.2,25.7,17.3,78.0,95.0,42.0
2004-01-15,JANUARY,31.7,17.9,24.8,20.9,23.3,19.6,77.0,95.0,45.0
2004-01-16,JANUARY,32.4,17.5,24.95,20.8,25.2,16.9,72.0,95.0,51.0
2004-01-17,JANUARY,33.6,17.0,25.3,21.6,23.7,19.1,69.0,96.0,47.0
2004-01-18,JANUARY,33.5,18.6,26.05,23.8,25.6,21.2,75.0,97.0,47.0
2004-01-19,JANUARY,25.2,16.5,20.85,20.2,25.1,15.4,78.0,97.0,57.0
2004-01-20,JANUARY,27.8,11.2,19.5,16.1,18.6,13.2,69.0,96.0,12.0
2004-01-21,JANUARY,29.4,12.5,20.95,17.2,19.7,14.1,69.0,97.0,35.0
2004-01-22,JANUARY,29.4,18.5,23.95,18.2,20.9,16.8,69.0,95.0,45.0
2004-01-23,JANUARY,32.2,16.5,24.35,18.4,19.9,16.9,66.0,91.0,40.0
2004-01-24,JANUARY,32.2,16.5,24.35,18.4,19.9,16.9,66.0,91.0,40.0
2004-01-25,JANUARY,34.8,16.2,25.5,20.3,25.2,17.1,66.0,94.0,37.0
2004-01-26,JANUARY,36.7,19.0,27.85,22.6,24.9,20.3,70.0,96.0,35.0
2004-01-27,JANUARY,27.3,19.5,23.4,21.9,25.9,17.2,79.0,96.0,64.0
2004-01-28,JANUARY,26.5,19.0,22.75,17.3,18.5,16.4,67.0,81.0,51.0
2004-01-29,JANUARY,32.4,17.8,25.1,18.1,20.3,16.8,65.0,88.0,37.0
2004-01-30,JANUARY,33.9,18.0,25.95,21.2,24.0,18.8,74.0,95.0,38.0
2004-01-31,JANUARY,24.0,16.4,20.2,19.8,23.6,16.3,79.0,96.0,61.0
2004-02-01,FEBRUARY,33.4,12.4,22.9,19.9,23.9,14.3,75.0,98.0,39.0
2004-02-02,FEBRUARY,35.4,21.0,28.2,24.6,28.3,23.1,74.0,94.0,43.0
2004-02-03,FEBRUARY,33.2,19.9,26.55,24.9,26.7,22.3,78.0,95.0,57.0
2004-02-04,FEBRUARY,34.5,21.5,28.0,24.4,27.2,20.5,72.0,95.0,45.0
2004-02-05,FEBRUARY,35.2,21.2,28.2,24.7,27.7,21.7,71.0,96.0,39.0
2004-02-06,FEBRUARY,35.4,22.2,28.8,25.8,28.0,21.9,75.0,94.0,40.0
2004-02-07,FEBRUARY,20.6,18.4,19.5,21.5,27.6,18.1,89.0,96.0,81.0
2004-02-08,FEBRUARY,25.1,17.8,21.45,18.5,20.5,16.0,74.0,93.0,53.0
2004-02-09,FEBRUARY,32.4,18.0,25.2,22.3,24.9,20.0,76.0,95.0,49.0
2004-02-10,FEBRUARY,34.6,20.2,27.4,23.7,26.4,21.2,71.0,96.0,41.0
2004-02-11,FEBRUARY,34.2,20.3,27.25,22.5,27.9,18.7,67.0,97.0,39.0
2004-02-12,FEBRUARY,35.2,20.7,27.95,24.1,26.5,19.1,72.0,97.0,39.0
2004-02-13,FEBRUARY,31.8,21.0,26.4,24.5,26.3,22.4,77.0,92.0,55.0
2004-02-14,FEBRUARY,32.7,21.2,26.95,24.4,26.9,21.7,77.0,97.0,50.0
2004-02-15,FEBRUARY,27.3,19.4,23.35,18.8,23.3,16.1,69.0,87.0,50.0
2004-02-16,FEBRUARY,27.2,18.6,22.9,18.0,19.2,17.0,68.0,86.0,53.0
2004-02-17,FEBRUARY,26.0,19.4,22.7,18.1,23.1,15.4,69.0,87.0,54.0
2004-02-18,FEBRUARY,25.0,18.0,21.5,14.0,15.9,12.0,58.0,74.0,40.0
2004-02-19,FEBRUARY,29.4,9.2,19.3,14.6,18.4,11.2,65.0,92.0,43.0
2004-02-20,FEBRUARY,34.4,13.9,24.15,18.2,21.7,16.0,64.0,100.0,35.0
2004-02-21,FEBRUARY,35.1,18.4,26.75,22.2,25.1,20.7,71.0,95.0,39.0
2004-02-22,FEBRUARY,35.2,21.3,28.25,22.3,24.9,17.6,65.0,92.0,38.0
2004-02-23,FEBRUARY,35.8,21.8,28.8,23.0,26.7,20.4,65.0,96.0,36.0
2004-02-24,FEBRUARY,36.8,22.1,29.45,23.8,26.8,20.9,66.0,93.0,34.0
2004-02-25,FEBRUARY,30.5,21.0,25.75,20.9,26.4,14.8,68.0,92.0,52.0
2004-02-26,FEBRUARY,26.7,15.7,21.2,15.3,16.3,14.1,63.0,83.0,43.0
2004-02-27,FEBRUARY,27.2,14.0,20.6,13.8,15.1,12.3,62.0,94.0,37.0
2004-02-28,FEBRUARY,32.1,10.0,21.05,15.5,18.5,11.1,63.0,94.0,37.0
2004-02-29,FEBRUARY,33.4,16.4,24.9,15.5,19.4,14.0,54.0,76.0,28.0
2004-03-01,MARCH,34.7,16.2,25.45,19.7,22.1,18.0,62.0,92.0,36.0
2004-03-02,MARCH,34.7,20.8,27.75,21.5,25.9,16.2,63.0,91.0,33.0
2004-03-03,MARCH,35.2,21.0,28.1,22.3,24.8,19.2,63.0,91.0,35.0
2004-03-04,MARCH,36.8,21.0,28.9,23.1,25.3,18.5,66.0,91.0,30.0
2004-03-05,MARCH,36.7,23.2,29.95,22.6,26.7,18.5,60.0,91.0,29.0
2004-03-06,MARCH,37.4,22.5,29.95,21.9,27.3,16.8,58.0,93.0,34.0
2004-03-07,MARCH,36.8,21.4,29.1,20.6,23.9,16.9,59.0,83.0,28.0
2004-03-08,MARCH,31.6,21.0,26.3,23.0,26.0,20.7,73.0,95.0,49.0
2004-03-09,MARCH,31.2,18.7,24.95,19.7,22.9,16.4,67.0,87.0,48.0
2004-03-10,MARCH,29.0,13.0,21.0,16.5,18.4,14.1,61.0,95.0,37.0
2004-03-11,MARCH,31.7,18.0,24.85,18.0,19.6,16.4,65.0,93.0,37.0
2004-03-12,MARCH,32.7,18.0,25.35,16.5,19.3,13.3,58.0,78.0,29.0
2004-03-13,MARCH,34.4,19.5,26.95,20.4,24.8,17.3,63.0,83.0,34.0
2004-03-14,MARCH,35.3,20.3,27.8,21.4,25.4,15.9,63.0,92.0,29.0
2004-03-15,MARCH,35.9,21.8,28.85,23.3,25.4,19.3,65.0,90.0,34.0
2004-03-16,MARCH,34.7,22.4,28.55,25.0,27.1,23.6,72.0,93.0,50.0
2004-03-17,MARCH,34.0,23.8,28.9,25.4,28.3,22.9,72.0,90.0,42.0
